Startdatum,Enddatum,Ort,Anzahl der Waldbrände,Jahreszeit,Dauer,avgtemp_c,maxwind_kph,totalprecip_mm,avghumidity,Waldfläche in Hektar
2013-04-01,2013-04-30,Niedersachsen,25,1,30,7.103333333333333,18.35666666666667,0.8533333333333334,80.96666666666667,1014470
2013-04-01,2013-04-30,Nordrhein-Westfalen,0,1,30,8.146666666666667,19.16333333333333,0.7833333333333333,76.56666666666666,849507
2013-04-01,2013-04-30,Rheinland-Pfalz,1,1,30,8.28,16.31333333333333,3.152333333333333,81.2,805440
2013-04-01,2013-04-30,Saarland,0,1,30,7.563333333333334,16.659999999999993,3.014333333333333,81.3,85623
2013-04-01,2013-04-30,Sachsen,7,1,30,7.963333333333334,15.086666666666664,1.2103333333333333,84.63333333333334,495184
2013-04-01,2013-04-30,Sachsen-Anhalt,8,1,30,8.183333333333335,16.236666666666665,1.2633333333333332,82.5,456545
2013-04-01,2013-04-30,Schleswig-Holstein,0,1,30,5.653333333333333,21.966666666666665,0.9966666666666668,80.56666666666666,162014
2013-04-01,2013-04-30,Thuringen,2,1,30,6.793333333333333,14.153333333333329,1.6766666666666667,83.2,527936
2013-05-01,2013-05-31,Baden-Wurttemberg,0,1,31,11.203225806451613,13.97741935483871,5.0367741935483865,85.0,1352564
2013-05-01,2013-05-31,Bayern,10,1,31,10.000000000000002,11.629032258064516,7.833225806451611,85.83870967741936,2487176
2013-05-01,2013-05-31,Berlin,0,1,31,13.858064516129035,17.712903225806453,3.8048387096774174,73.83870967741936,15752
2013-05-01,2013-05-31,Brandenburg,28,1,31,13.399999999999997,16.629032258064516,3.2106451612903224,78.93548387096774,1030796
2013-05-01,2013-05-31,Bremen,0,1,31,12.00967741935484,16.829032258064515,3.503225806451612,83.2258064516129,461
2013-05-01,2013-05-31,Hamburg,0,1,31,12.325806451612904,16.338709677419356,4.838387096774193,85.0,4016
2013-05-01,2013-05-31,Hessen,4,1,31,11.022580645161293,13.05483870967742,4.87483870967742,85.19354838709677,839306
2013-05-01,2013-05-31,Mecklenburg-Vorpommern,3,1,31,12.519354838709676,18.387096774193548,3.9951612903225806,82.90322580645162,490225
2013-05-01,2013-05-31,Niedersachsen,4,1,31,12.18387096774194,15.71935483870968,3.5754838709677417,84.64516129032258,1014470
2013-05-01,2013-05-31,Nordrhein-Westfalen,3,1,31,11.632258064516126,17.061290322580643,2.909032258064516,82.7741935483871,849507
2013-05-01,2013-05-31,Rheinland-Pfalz,2,1,31,10.670967741935485,14.796774193548384,5.12258064516129,87.6774193548387,805440
2013-05-01,2013-05-31,Saarland,0,1,31,10.029032258064516,14.832258064516129,5.830967741935485,87.48387096774194,85623
2013-05-01,2013-05-31,Sachsen,8,1,31,12.48709677419355,15.848387096774193,4.031290322580646,82.06451612903226,495184
2013-05-01,2013-05-31,Sachsen-Anhalt,3,1,31,12.964516129032258,15.993548387096777,3.8106451612903225,80.90322580645162,456545
2013-05-01,2013-05-31,Schleswig-Holstein,0,1,31,11.493548387096771,18.187096774193552,2.9270967741935485,84.54838709677419,162014
2013-05-01,2013-05-31,Thuringen,0,1,31,11.370967741935482,14.658064516129032,4.434838709677419,82.90322580645162,527936
2013-06-01,2013-06-30,Baden-Wurttemberg,0,2,30,16.373333333333335,13.586666666666668,3.542666666666667,78.8,1352564
2013-06-01,2013-06-30,Bayern,3,2,30,13.569999999999997,11.536666666666664,10.693666666666669,83.86666666666666,2487176
2013-06-01,2013-06-30,Berlin,0,2,30,17.37,17.483333333333334,2.416666666666667,68.6,15752
2013-06-01,2013-06-30,Brandenburg,24,2,30,17.10333333333333,16.486666666666668,2.041666666666667,73.1,1030796
2013-06-01,2013-06-30,Bremen,0,2,30,15.113333333333332,19.53666666666667,2.574333333333333,80.53333333333333,461
2013-06-01,2013-06-30,Hamburg,0,2,30,15.12,18.01,2.4066666666666663,81.86666666666666,4016
2013-06-01,2013-06-30,Hessen,0,2,30,16.166666666666668,12.573333333333332,2.826666666666667,79.83333333333333,839306
2013-06-01,2013-06-30,Mecklenburg-Vorpommern,1,2,30,15.260000000000002,19.660000000000004,2.257,78.63333333333334,490225
2013-06-01,2013-06-30,Niedersachsen,7,2,30,15.32,17.526666666666664,1.9533333333333336,81.06666666666666,1014470
2013-06-01,2013-06-30,Nordrhein-Westfalen,1,2,30,15.533333333333337,17.473333333333333,2.192333333333333,80.7,849507
2013-06-01,2013-06-30,Rheinland-Pfalz,2,2,30,15.793333333333331,14.04,2.169,80.2,805440
2013-06-01,2013-06-30,Saarland,0,2,30,14.990000000000002,14.69,3.464333333333334,79.46666666666667,85623
2013-06-01,2013-06-30,Sachsen,0,2,30,16.323333333333334,14.34666666666667,6.051000000000001,80.86666666666666,495184
2013-06-01,2013-06-30,Sachsen-Anhalt,1,2,30,16.869999999999997,15.823333333333334,2.2876666666666665,75.96666666666667,456545
2013-06-01,2013-06-30,Schleswig-Holstein,0,2,30,14.040000000000004,20.14,3.4533333333333336,82.86666666666666,162014
2013-06-01,2013-06-30,Thuringen,0,2,30,15.263333333333332,15.643333333333333,2.336,77.76666666666667,527936
2013-07-01,2013-07-31,Baden-Wurttemberg,13,2,31,21.083870967741937,13.316129032258065,1.8954838709677424,70.70967741935483,1352564
2013-07-01,2013-07-31,Bayern,14,2,31,17.55806451612903,10.20967741935484,2.9125806451612903,79.48387096774194,2487176
2013-07-01,2013-07-31,Berlin,1,2,31,21.04193548387097,15.377419354838706,1.870967741935484,62.70967741935484,15752
2013-07-01,2013-07-31,Brandenburg,81,2,31,20.654838709677417,14.535483870967743,1.554516129032258,66.38709677419355,1030796
2013-07-01,2013-07-31,Bremen,0,2,31,18.8,14.477419354838707,1.2903225806451613,75.6774193548387,461
2013-07-01,2013-07-31,Hamburg,0,2,31,18.977419354838712,14.30967741935484,1.270967741935484,76.7741935483871,4016
2013-07-01,2013-07-31,Hessen,21,2,31,20.777419354838703,12.961290322580645,1.9835483870967745,72.45161290322581,839306
2013-07-01,2013-07-31,Mecklenburg-Vorpommern,8,2,31,19.06774193548388,15.90322580645161,0.7999999999999999,72.29032258064517,490225
2013-07-01,2013-07-31,Niedersachsen,26,2,31,19.10967741935484,13.864516129032255,1.1961290322580649,76.0,1014470
2013-07-01,2013-07-31,Nordrhein-Westfalen,15,2,31,19.787096774193547,13.864516129032255,0.9906451612903224,75.45161290322581,849507
2013-07-01,2013-07-31,Rheinland-Pfalz,0,2,31,20.30322580645161,12.712903225806452,1.5329032258064517,72.7741935483871,805440
2013-07-01,2013-07-31,Saarland,0,2,31,19.51935483870968,13.209677419354838,1.738709677419355,71.87096774193549,85623
2013-07-01,2013-07-31,Sachsen,12,2,31,19.987096774193542,13.158064516129038,1.520967741935484,70.09677419354838,495184
2013-07-01,2013-07-31,Sachsen-Anhalt,15,2,31,20.658064516129024,13.809677419354838,1.3829032258064518,66.25806451612904,456545
2013-07-01,2013-07-31,Schleswig-Holstein,0,2,31,17.551612903225806,16.174193548387098,1.7312903225806453,79.58064516129032,162014
2013-07-01,2013-07-31,Thuringen,1,2,31,18.964516129032265,11.551612903225807,1.4316129032258065,71.35483870967742,527936
2013-08-01,2013-08-31,Baden-Wurttemberg,6,2,31,19.22903225806452,11.087096774193553,1.226451612903226,71.12903225806451,1352564
2013-08-01,2013-08-31,Bayern,10,2,31,16.46451612903225,9.76774193548387,5.595483870967742,77.87096774193549,2487176
2013-08-01,2013-08-31,Berlin,0,2,31,19.790322580645164,15.648387096774194,1.3606451612903223,61.32258064516129,15752
2013-08-01,2013-08-31,Brandenburg,13,2,31,19.403225806451616,14.661290322580646,1.480645161290323,63.096774193548384,1030796
2013-08-01,2013-08-31,Bremen,0,2,31,18.30322580645161,16.18064516129032,1.674516129032258,70.54838709677419,461
2013-08-01,2013-08-31,Hamburg,0,2,31,18.209677419354843,15.76774193548387,0.7580645161290323,72.80645161290323,4016
2013-08-01,2013-08-31,Hessen,2,2,31,18.71935483870968,10.119354838709675,1.9377419354838707,73.96774193548387,839306
2013-08-01,2013-08-31,Mecklenburg-Vorpommern,4,2,31,18.587096774193554,17.812903225806455,1.2741935483870963,68.38709677419355,490225
2013-08-01,2013-08-31,Niedersachsen,21,2,31,18.287096774193547,15.04516129032258,1.208709677419355,70.45161290322581,1014470
2013-08-01,2013-08-31,Nordrhein-Westfalen,14,2,31,18.67096774193548,14.6741935483871,1.2903225806451613,70.70967741935483,849507
2013-08-01,2013-08-31,Rheinland-Pfalz,3,2,31,18.345161290322583,11.61935483870968,1.867741935483872,72.61290322580645,805440
2013-08-01,2013-08-31,Saarland,0,2,31,17.583870967741934,12.438709677419356,1.5032258064516129,71.90322580645162,85623
2013-08-01,2013-08-31,Sachsen,4,2,31,18.76129032258064,12.825806451612904,1.6929032258064518,65.19354838709677,495184
2013-08-01,2013-08-31,Sachsen-Anhalt,5,2,31,19.51612903225806,13.66451612903226,2.629032258064516,61.29032258064516,456545
2013-08-01,2013-08-31,Schleswig-Holstein,0,2,31,17.2741935483871,18.63870967741935,1.664516129032258,77.06451612903226,162014
2013-08-01,2013-08-31,Thuringen,5,2,31,17.96451612903226,12.841935483870971,1.2709677419354843,66.03225806451613,527936
2013-09-01,2013-09-30,Baden-Wurttemberg,1,3,30,14.666666666666666,12.62666666666667,4.054333333333334,81.7,1352564
2013-09-01,2013-09-30,Bayern,1,3,30,11.45,10.026666666666667,6.416666666666667,85.6,2487176
2013-09-01,2013-09-30,Berlin,0,3,30,13.410000000000002,17.723333333333336,1.933333333333333,77.83333333333333,15752
2013-09-01,2013-09-30,Brandenburg,6,3,30,13.513333333333332,16.923333333333332,2.26,79.53333333333333,1030796
2013-09-01,2013-09-30,Bremen,0,3,30,13.676666666666668,16.833333333333332,2.613333333333333,83.93333333333334,461
2013-09-01,2013-09-30,Hamburg,0,3,30,13.226666666666668,15.960000000000004,3.0933333333333337,84.7,4016
2013-09-01,2013-09-30,Hessen,2,3,30,14.673333333333336,11.409999999999997,3.9616666666666673,82.5,839306
2013-09-01,2013-09-30,Mecklenburg-Vorpommern,1,3,30,13.366666666666667,18.63333333333333,2.626666666666668,79.73333333333333,490225
2013-09-01,2013-09-30,Niedersachsen,7,3,30,13.139999999999995,16.30666666666667,3.106666666666668,84.16666666666667,1014470
2013-09-01,2013-09-30,Nordrhein-Westfalen,1,3,30,14.166666666666666,15.773333333333328,3.726333333333334,82.1,849507
2013-09-01,2013-09-30,Rheinland-Pfalz,1,3,30,14.026666666666667,13.809999999999995,3.797000000000001,83.36666666666666,805440
2013-09-01,2013-09-30,Saarland,0,3,30,13.253333333333334,14.136666666666663,3.267333333333333,83.03333333333333,85623
2013-09-01,2013-09-30,Sachsen,3,3,30,12.883333333333333,15.243333333333332,1.974666666666667,81.83333333333333,495184
2013-09-01,2013-09-30,Sachsen-Anhalt,2,3,30,13.73333333333333,16.116666666666664,1.967666666666667,78.4,456545
2013-09-01,2013-09-30,Schleswig-Holstein,0,3,30,13.420000000000003,17.950000000000003,2.8866666666666663,84.2,162014
2013-09-01,2013-09-30,Thuringen,1,3,30,12.62333333333333,14.186666666666664,1.840666666666667,81.66666666666667,527936
2013-10-01,2013-10-31,Baden-Wurttemberg,0,3,31,11.767741935483874,13.570967741935483,3.4283870967741943,84.09677419354838,1352564
2013-10-01,2013-10-31,Bayern,1,3,31,8.399999999999999,12.070967741935483,3.741612903225806,84.87096774193549,2487176
2013-10-01,2013-10-31,Berlin,0,3,31,11.13225806451613,17.94516129032258,2.2654838709677416,80.2258064516129,15752
2013-10-01,2013-10-31,Brandenburg,2,3,31,11.06774193548387,18.26774193548388,2.635483870967742,81.61290322580645,1030796
2013-10-01,2013-10-31,Bremen,0,3,31,11.361290322580643,20.580645161290324,3.0445161290322584,84.80645161290323,461
2013-10-01,2013-10-31,Hamburg,0,3,31,11.1,20.361290322580643,2.008709677419355,85.38709677419355,4016
2013-10-01,2013-10-31,Hessen,1,3,31,11.693548387096774,13.116129032258064,3.631935483870967,84.16129032258064,839306
2013-10-01,2013-10-31,Mecklenburg-Vorpommern,0,3,31,10.951612903225802,23.15483870967742,1.846129032258065,84.06451612903226,490225
2013-10-01,2013-10-31,Niedersachsen,1,3,31,10.91935483870968,19.9483870967742,2.535161290322581,85.54838709677419,1014470
2013-10-01,2013-10-31,Nordrhein-Westfalen,0,3,31,11.51290322580645,19.4,2.878387096774193,85.29032258064517,849507
2013-10-01,2013-10-31,Rheinland-Pfalz,0,3,31,11.280645161290323,14.632258064516128,3.797096774193548,87.61290322580645,805440
2013-10-01,2013-10-31,Saarland,0,3,31,10.654838709677422,15.59677419354839,4.176451612903226,88.19354838709677,85623
2013-10-01,2013-10-31,Sachsen,2,3,31,10.125806451612902,17.17096774193548,1.95483870967742,80.54838709677419,495184
2013-10-01,2013-10-31,Sachsen-Anhalt,0,3,31,11.083870967741936,18.08064516129032,2.2477419354838712,80.54838709677419,456545
2013-10-01,2013-10-31,Schleswig-Holstein,0,3,31,11.119354838709675,23.835483870967742,3.150967741935484,86.41935483870968,162014
2013-10-01,2013-10-31,Thuringen,0,3,31,9.677419354838708,16.151612903225807,2.8045161290322587,85.61290322580645,527936
2013-11-01,2013-11-30,Baden-Wurttemberg,1,3,30,4.583333333333334,15.376666666666663,3.756333333333332,88.5,1352564
2013-11-01,2013-11-30,Bayern,0,3,30,1.773333333333334,11.223333333333334,3.5813333333333337,89.43333333333334,2487176
2013-11-01,2013-11-30,Berlin,0,3,30,4.866666666666665,17.963333333333328,2.317,89.0,15752
2013-11-01,2013-11-30,Brandenburg,0,3,30,4.76,18.83,2.4766666666666675,88.86666666666666,1030796
2013-11-01,2013-11-30,Bremen,0,3,30,5.5266666666666655,19.59666666666667,2.4933333333333336,90.03333333333333,461
2013-11-01,2013-11-30,Hamburg,0,3,30,5.359999999999999,19.33333333333333,2.0736666666666665,89.5,4016
2013-11-01,2013-11-30,Hessen,0,3,30,4.526666666666666,15.393333333333336,3.8606666666666665,88.33333333333333,839306
2013-11-01,2013-11-30,Mecklenburg-Vorpommern,0,3,30,5.709999999999999,22.42333333333333,1.8133333333333328,87.83333333333333,490225
2013-11-01,2013-11-30,Niedersachsen,0,3,30,5.076666666666667,19.68,1.9316666666666669,90.36666666666666,1014470
2013-11-01,2013-11-30,Nordrhein-Westfalen,0,3,30,5.269999999999998,19.306666666666665,2.566666666666667,90.9,849507
2013-11-01,2013-11-30,Rheinland-Pfalz,0,3,30,4.360000000000001,16.10333333333333,3.337333333333333,90.83333333333331,805440
2013-11-01,2013-11-30,Saarland,0,3,30,3.7766666666666655,16.756666666666664,3.555333333333333,91.7,85623
2013-11-01,2013-11-30,Sachsen,2,3,30,4.173333333333335,16.413333333333338,1.8680000000000003,88.4,495184
2013-11-01,2013-11-30,Sachsen-Anhalt,0,3,30,4.783333333333333,18.533333333333324,2.386666666666666,87.4,456545
2013-11-01,2013-11-30,Schleswig-Holstein,0,3,30,6.226666666666666,21.26333333333333,2.196333333333333,86.96666666666667,162014
2013-11-01,2013-11-30,Thuringen,0,3,30,3.733333333333333,16.146666666666665,2.3033333333333337,89.23333333333333,527936
2013-12-01,2013-12-31,Baden-Wurttemberg,0,4,31,3.190322580645161,14.61935483870968,1.9870967741935484,81.51612903225806,1352564
2013-12-01,2013-12-31,Bayern,1,4,31,-0.6000000000000001,13.190322580645162,0.9741935483870968,78.64516129032258,2487176
2013-12-01,2013-12-31,Berlin,0,4,31,3.645161290322581,20.21612903225806,1.216129032258065,86.0,15752
2013-12-01,2013-12-31,Brandenburg,0,4,31,3.8000000000000007,22.906451612903226,1.219354838709677,85.61290322580645,1030796
2013-12-01,2013-12-31,Bremen,0,4,31,4.4709677419354845,25.580645161290327,1.6032258064516127,89.16129032258064,461
2013-12-01,2013-12-31,Hamburg,0,4,31,4.261290322580645,25.425806451612903,1.8741935483870968,89.09677419354838,4016
2013-12-01,2013-12-31,Hessen,0,4,31,2.825806451612904,13.99032258064516,2.2645161290322577,80.96774193548387,839306
2013-12-01,2013-12-31,Mecklenburg-Vorpommern,0,4,31,4.287096774193548,29.029032258064515,1.4032258064516128,88.25806451612904,490225
2013-12-01,2013-12-31,Niedersachsen,0,4,31,4.177419354838709,25.21935483870968,1.270967741935484,88.58064516129032,1014470
2013-12-01,2013-12-31,Nordrhein-Westfalen,1,4,31,4.429032258064516,24.8483870967742,2.2096774193548385,88.03225806451613,849507
2013-12-01,2013-12-31,Rheinland-Pfalz,0,4,31,2.9903225806451603,15.858064516129032,1.842903225806452,88.96774193548387,805440
2013-12-01,2013-12-31,Saarland,0,4,31,2.4677419354838706,16.787096774193547,2.2006451612903226,90.74193548387096,85623
2013-12-01,2013-12-31,Sachsen,0,4,31,2.458064516129032,21.42903225806451,1.1967741935483869,83.7741935483871,495184
2013-12-01,2013-12-31,Sachsen-Anhalt,0,4,31,3.832258064516128,22.416129032258063,1.2677419354838708,83.06451612903226,456545
2013-12-01,2013-12-31,Schleswig-Holstein,0,4,31,5.316129032258063,29.59354838709677,2.7661290322580654,89.48387096774194,162014
2013-12-01,2013-12-31,Thuringen,0,4,31,2.5,19.0741935483871,0.9774193548387096,86.80645161290323,527936
2014-01-01,2014-01-31,Baden-Wurttemberg,0,4,31,3.764516129032258,14.129032258064518,2.009677419354839,85.96774193548387,1352564
2014-01-01,2014-01-31,Bayern,0,4,31,0.4032258064516129,13.058064516129033,2.1312903225806448,82.35483870967742,2487176
2014-01-01,2014-01-31,Berlin,0,4,31,0.2096774193548381,20.177419354838705,1.167741935483871,89.25806451612904,15752
2014-01-01,2014-01-31,Brandenburg,0,4,31,0.5516129032258076,21.80322580645161,1.216129032258065,89.2258064516129,1030796
2014-01-01,2014-01-31,Bremen,0,4,31,2.0580645161290314,24.53548387096773,1.6451612903225803,89.45161290322581,461
2014-01-01,2014-01-31,Hamburg,0,4,31,0.9741935483870968,25.012903225806443,1.8509677419354844,90.25806451612904,4016
2014-01-01,2014-01-31,Hessen,0,4,31,3.538709677419356,13.61290322580645,2.1451612903225805,85.48387096774194,839306
2014-01-01,2014-01-31,Mecklenburg-Vorpommern,0,4,31,0.4129032258064516,27.72258064516129,1.4870967741935486,91.3225806451613,490225
2014-01-01,2014-01-31,Niedersachsen,0,4,31,0.8451612903225801,24.2,1.429032258064516,90.38709677419357,1014470
2014-01-01,2014-01-31,Nordrhein-Westfalen,0,4,31,4.0935483870967735,22.374193548387105,1.9903225806451608,88.45161290322581,849507
2014-01-01,2014-01-31,Rheinland-Pfalz,1,4,31,3.3387096774193554,15.354838709677418,2.2322580645161287,89.96774193548387,805440
2014-01-01,2014-01-31,Saarland,0,4,31,2.941935483870968,16.222580645161294,2.6112903225806456,91.0,85623
2014-01-01,2014-01-31,Sachsen,0,4,31,0.6193548387096777,17.951612903225808,1.1438709677419354,88.29032258064517,495184
2014-01-01,2014-01-31,Sachsen-Anhalt,0,4,31,0.92258064516129,20.658064516129024,1.1387096774193548,88.35483870967742,456545
2014-01-01,2014-01-31,Schleswig-Holstein,0,4,31,1.6483870967741945,28.64193548387097,2.6354838709677426,91.12903225806453,162014
2014-01-01,2014-01-31,Thuringen,0,4,31,0.4290322580645161,16.087096774193544,1.0419354838709678,91.2258064516129,527936
2014-02-01,2014-02-28,Baden-Wurttemberg,0,4,28,4.700000000000001,16.357142857142858,2.5503571428571434,81.25,1352564
2014-02-01,2014-02-28,Bayern,0,4,28,1.2214285714285715,13.474999999999998,1.8271428571428567,85.17857142857143,2487176
2014-02-01,2014-02-28,Berlin,0,4,28,4.075,18.22142857142857,0.6214285714285713,82.71428571428571,15752
2014-02-01,2014-02-28,Brandenburg,2,4,28,4.182142857142857,20.053571428571427,0.7785714285714285,83.35714285714286,1030796
2014-02-01,2014-02-28,Bremen,0,4,28,4.925000000000002,24.67857142857144,1.7007142857142856,84.92857142857143,461
2014-02-01,2014-02-28,Hamburg,0,4,28,4.335714285714286,23.55,1.6932142857142856,86.5,4016
2014-02-01,2014-02-28,Hessen,0,4,28,4.128571428571428,15.799999999999995,2.8489285714285715,81.78571428571429,839306
2014-02-01,2014-02-28,Mecklenburg-Vorpommern,0,4,28,3.9357142857142864,24.853571428571424,1.3071428571428572,87.71428571428571,490225
2014-02-01,2014-02-28,Niedersachsen,1,4,28,4.214285714285714,22.571428571428573,1.3571428571428572,86.28571428571429,1014470
2014-02-01,2014-02-28,Nordrhein-Westfalen,0,4,28,5.235714285714287,26.378571428571423,2.21,83.0,849507
2014-02-01,2014-02-28,Rheinland-Pfalz,0,4,28,4.067857142857142,17.85,3.0835714285714286,87.25,805440
2014-02-01,2014-02-28,Saarland,0,4,28,3.585714285714286,18.957142857142856,3.676071428571429,89.14285714285714,85623
2014-02-01,2014-02-28,Sachsen,3,4,28,3.3392857142857144,20.274999999999995,0.375,81.89285714285714,495184
2014-02-01,2014-02-28,Sachsen-Anhalt,2,4,28,4.310714285714286,20.18571428571429,0.5285714285714286,80.5,456545
2014-02-01,2014-02-28,Schleswig-Holstein,0,4,28,4.207142857142857,26.257142857142867,2.1835714285714287,89.89285714285714,162014
2014-02-01,2014-02-28,Thuringen,0,4,28,3.1749999999999994,19.01785714285714,0.4249999999999999,84.32142857142857,527936
2014-03-01,2014-03-31,Baden-Wurttemberg,3,1,31,7.864516129032258,13.403225806451609,0.5193548387096775,73.74193548387096,1352564
2014-03-01,2014-03-31,Bayern,8,1,31,4.874193548387097,11.932258064516128,2.3245161290322582,78.87096774193549,2487176
2014-03-01,2014-03-31,Berlin,0,1,31,7.761290322580644,17.064516129032263,0.980967741935484,72.96774193548387,15752
2014-03-01,2014-03-31,Brandenburg,27,1,31,7.699999999999998,18.106451612903225,0.5290322580645161,74.41935483870968,1030796
2014-03-01,2014-03-31,Bremen,0,1,31,7.341935483870968,19.716129032258067,0.8677419354838709,77.51612903225806,461
2014-03-01,2014-03-31,Hamburg,0,1,31,7.032258064516129,19.51935483870968,0.7419354838709677,78.74193548387096,4016
2014-03-01,2014-03-31,Hessen,9,1,31,7.62258064516129,11.848387096774193,0.496774193548387,74.93548387096774,839306
2014-03-01,2014-03-31,Mecklenburg-Vorpommern,2,1,31,6.490322580645161,21.058064516129026,0.7193548387096774,81.09677419354838,490225
2014-03-01,2014-03-31,Niedersachsen,13,1,31,6.941935483870968,19.34193548387096,0.6000000000000001,78.0,1014470
2014-03-01,2014-03-31,Nordrhein-Westfalen,6,1,31,8.12258064516129,18.44516129032258,0.5709677419354839,74.19354838709677,849507
2014-03-01,2014-03-31,Rheinland-Pfalz,2,1,31,7.538709677419355,15.05483870967742,0.5193548387096774,75.19354838709677,805440
2014-03-01,2014-03-31,Saarland,1,1,31,7.0,15.32903225806452,0.5741935483870969,75.2258064516129,85623
2014-03-01,2014-03-31,Sachsen,7,1,31,7.548387096774195,16.525806451612905,1.2516129032258063,72.09677419354838,495184
2014-03-01,2014-03-31,Sachsen-Anhalt,4,1,31,7.748387096774193,17.38064516129032,0.5225806451612903,72.38709677419355,456545
2014-03-01,2014-03-31,Schleswig-Holstein,0,1,31,6.367741935483871,22.13225806451613,1.038709677419355,83.09677419354838,162014
2014-03-01,2014-03-31,Thuringen,3,1,31,6.570967741935484,15.26774193548387,0.4580645161290322,73.12903225806451,527936
2014-04-01,2014-04-30,Baden-Wurttemberg,8,1,30,11.79,12.353333333333335,1.4,71.6,1352564
2014-04-01,2014-04-30,Bayern,6,1,30,7.996666666666667,11.056666666666668,2.321333333333333,79.16666666666667,2487176
2014-04-01,2014-04-30,Berlin,0,1,30,11.863333333333332,17.646666666666665,1.799,68.96666666666667,15752
2014-04-01,2014-04-30,Brandenburg,9,1,30,11.830000000000004,17.490000000000002,1.3966666666666667,72.1,1030796
2014-04-01,2014-04-30,Bremen,0,1,30,11.55,18.39333333333333,2.5770000000000004,78.86666666666666,461
2014-04-01,2014-04-30,Hamburg,0,1,30,10.746666666666668,19.15,2.503333333333333,79.46666666666667,4016
2014-04-01,2014-04-30,Hessen,17,1,30,11.330000000000004,11.526666666666666,1.41,74.23333333333333,839306
2014-04-01,2014-04-30,Mecklenburg-Vorpommern,2,1,30,9.82666666666667,21.353333333333342,1.7733333333333337,80.2,490225
2014-04-01,2014-04-30,Niedersachsen,7,1,30,10.853333333333332,18.59,2.2066666666666666,79.16666666666667,1014470
2014-04-01,2014-04-30,Nordrhein-Westfalen,2,1,30,11.953333333333337,15.710000000000004,1.6406666666666667,75.93333333333334,849507
2014-04-01,2014-04-30,Rheinland-Pfalz,3,1,30,11.59,13.206666666666669,1.0566666666666666,73.36666666666666,805440
2014-04-01,2014-04-30,Saarland,0,1,30,11.013333333333334,13.986666666666666,0.8766666666666666,73.6,85623
2014-04-01,2014-04-30,Sachsen,13,1,30,11.173333333333328,15.786666666666664,1.348666666666667,73.83333333333333,495184
2014-04-01,2014-04-30,Sachsen-Anhalt,3,1,30,11.919999999999998,16.193333333333335,0.99,72.1,456545
2014-04-01,2014-04-30,Schleswig-Holstein,0,1,30,9.19,21.790000000000003,1.8846666666666667,81.26666666666667,162014
2014-04-01,2014-04-30,Thuringen,3,1,30,10.863333333333337,13.910000000000004,1.358666666666667,74.23333333333333,527936
2014-05-01,2014-05-31,Baden-Wurttemberg,3,1,31,13.183870967741935,15.6,2.364516129032258,75.09677419354838,1352564
2014-05-01,2014-05-31,Bayern,10,1,31,10.135483870967745,11.625806451612904,7.676774193548387,84.29032258064517,2487176
2014-05-01,2014-05-31,Berlin,0,1,31,13.52258064516129,18.7258064516129,3.1151612903225803,70.80645161290323,15752
2014-05-01,2014-05-31,Brandenburg,4,1,31,13.393548387096772,17.919354838709676,3.05483870967742,74.45161290322581,1030796
2014-05-01,2014-05-31,Bremen,0,1,31,12.651612903225807,19.003225806451614,3.7161290322580647,79.87096774193549,461
2014-05-01,2014-05-31,Hamburg,0,1,31,12.522580645161288,18.43870967741936,2.161290322580645,81.06451612903226,4016
2014-05-01,2014-05-31,Hessen,0,1,31,13.09032258064516,15.193548387096776,2.15,76.35483870967742,839306
2014-05-01,2014-05-31,Mecklenburg-Vorpommern,4,1,31,12.39032258064516,20.154838709677417,1.9516129032258065,79.03225806451613,490225
2014-05-01,2014-05-31,Niedersachsen,5,1,31,12.358064516129032,18.161290322580644,2.5374193548387094,80.51612903225806,1014470
2014-05-01,2014-05-31,Nordrhein-Westfalen,6,1,31,12.822580645161292,15.8,3.6693548387096775,81.03225806451613,849507
2014-05-01,2014-05-31,Rheinland-Pfalz,2,1,31,12.764516129032256,15.716129032258063,2.7296774193548394,76.96774193548387,805440
2014-05-01,2014-05-31,Saarland,0,1,31,12.13548387096774,16.225806451612907,3.2183870967741925,76.58064516129032,85623
2014-05-01,2014-05-31,Sachsen,2,1,31,12.870967741935482,16.912903225806446,3.171935483870968,77.48387096774194,495184
2014-05-01,2014-05-31,Sachsen-Anhalt,4,1,31,13.28064516129032,17.203225806451616,3.298387096774193,76.12903225806451,456545
2014-05-01,2014-05-31,Schleswig-Holstein,0,1,31,11.983870967741934,19.20645161290323,2.2709677419354835,81.0,162014
2014-05-01,2014-05-31,Thuringen,1,1,31,12.1,15.277419354838711,2.839032258064517,77.29032258064517,527936
2014-06-01,2014-06-30,Baden-Wurttemberg,7,2,30,18.266666666666666,12.573333333333336,1.0016666666666667,67.03333333333333,1352564
2014-06-01,2014-06-30,Bayern,10,2,30,15.016666666666667,10.226666666666665,3.134666666666667,78.13333333333334,2487176
2014-06-01,2014-06-30,Berlin,0,2,30,17.236666666666665,16.006666666666664,1.7633333333333334,65.3,15752
2014-06-01,2014-06-30,Brandenburg,38,2,30,16.95,15.136666666666668,1.64,69.4,1030796
2014-06-01,2014-06-30,Bremen,0,2,30,15.636666666666663,16.259999999999998,1.8633333333333333,79.36666666666666,461
2014-06-01,2014-06-30,Hamburg,0,2,30,15.73,16.12,1.5916666666666666,80.16666666666667,4016
