Startdatum,Enddatum,Ort,Jahreszeit,Dauer,avgtemp_c,maxwind_kph,totalprecip_mm,avghumidity,Waldfläche in Hektar,Anzahl der Waldbrände
2014-11-01,2014-11-30,Thuringen,3,30,5.4,12.6,0.3,89.7,527936,0
2020-12-01,2020-12-31,Baden-Wurttemberg,4,31,3.8,13.2,3.7,87.1,1352564,0
2020-08-01,2020-08-31,Rheinland-Pfalz,2,31,20.7,14.5,1.7,72.0,805440,21
2014-09-01,2014-09-30,Sachsen-Anhalt,3,30,16.1,13.5,1.3,78.5,456545,0
2012-06-01,2012-06-30,Bremen,2,30,14.2,18.2,3.7,86.7,461,0
2010-12-01,2010-12-31,Hamburg,4,31,-4.8,20.9,1.4,96.1,4016,0
2010-11-01,2010-11-30,Bremen,3,30,4.3,19.6,2.3,93.7,461,0
2012-05-01,2012-05-31,Brandenburg,1,31,14.8,17.3,1.7,74.4,1030796,93
2012-07-01,2012-07-31,Rheinland-Pfalz,2,31,17.0,16.0,2.8,83.9,805440,3
2017-02-01,2017-02-28,Thuringen,4,28,1.5,15.9,1.1,92.9,527936,0
2015-12-01,2015-12-31,Mecklenburg-Vorpommern,4,31,6.8,33.1,1.4,85.8,490225,0
2018-10-01,2018-10-31,Hessen,3,31,12.5,10.5,1.0,75.3,839306,3
2015-10-01,2015-10-31,Mecklenburg-Vorpommern,3,31,9.5,22.5,1.4,80.3,490225,1
2022-05-01,2022-05-31,Niedersachsen,1,31,13.5,17.8,1.4,72.8,1032694,33
2017-09-01,2017-09-30,Hessen,3,30,13.8,11.6,1.6,76.0,839306,0
2018-12-01,2018-12-31,Mecklenburg-Vorpommern,4,31,4.9,28.3,2.0,85.8,490225,4
2017-09-01,2017-09-30,Baden-Wurttemberg,3,30,14.1,12.5,2.2,75.7,1352564,0
2017-11-01,2017-11-30,Brandenburg,3,30,6.0,17.7,2.0,85.9,1030796,0
2019-07-01,2019-07-31,Sachsen,2,31,19.5,15.8,1.4,71.2,495184,33
2021-09-01,2021-09-30,Sachsen,3,30,15.7,13.9,0.9,71.6,494914,0
2019-04-01,2019-04-30,Bremen,1,30,9.8,19.2,1.5,73.0,461,0
2011-09-01,2011-09-30,Mecklenburg-Vorpommern,3,30,14.9,19.0,1.4,82.7,490225,0
2012-04-01,2012-04-30,Rheinland-Pfalz,1,30,8.0,16.8,3.3,79.2,805440,2
2018-03-01,2018-03-31,Schleswig-Holstein,1,31,1.5,22.8,1.8,83.0,162014,0
2017-02-01,2017-02-28,Baden-Wurttemberg,4,28,4.5,15.5,2.4,85.2,1352564,2
2014-05-01,2014-05-31,Baden-Wurttemberg,1,31,13.2,15.6,2.4,75.1,1352564,3
2019-10-01,2019-10-31,Sachsen-Anhalt,3,31,12.0,17.2,2.1,78.3,456545,0
2019-10-01,2019-10-31,Hamburg,3,31,10.8,17.7,3.6,86.9,4016,0
2016-09-01,2016-09-30,Rheinland-Pfalz,3,30,17.5,12.1,0.6,76.3,805440,8
2010-06-01,2010-06-30,Hessen,2,30,17.1,12.6,2.4,76.9,839306,3
2022-09-01,2022-09-30,Bremen,3,30,14.4,17.8,2.3,71.6,436,0
2014-01-01,2014-01-31,Nordrhein-Westfalen,4,31,4.1,22.4,2.0,88.5,849507,0
2017-09-01,2017-09-30,Thuringen,3,30,12.8,16.3,1.4,79.4,527936,2
2010-04-01,2010-04-30,Hessen,1,30,9.5,14.7,0.9,75.6,839306,7
2019-09-01,2019-09-30,Hamburg,3,30,14.3,17.5,2.1,80.4,4016,0
2016-09-01,2016-09-30,Mecklenburg-Vorpommern,3,30,17.5,20.8,0.9,73.3,490225,7
2018-09-01,2018-09-30,Saarland,3,30,15.2,13.3,1.4,72.6,85623,0
2018-06-01,2018-06-30,Niedersachsen,2,30,17.7,15.5,0.8,74.6,1014470,17
2016-06-01,2016-06-30,Sachsen-Anhalt,2,30,18.4,15.1,2.0,77.2,456545,12
2010-08-01,2010-08-31,Bayern,2,31,14.5,11.1,8.2,87.1,2487176,14
2022-03-01,2022-03-31,Bayern,1,31,3.0,8.9,0.7,71.8,2492436,8
2015-02-01,2015-02-28,Saarland,4,28,-0.0,17.9,1.4,89.0,85623,0
2019-09-01,2019-09-30,Schleswig-Holstein,3,30,13.7,21.3,3.8,83.9,162014,0
2018-02-01,2018-02-28,Nordrhein-Westfalen,4,28,0.5,18.3,0.8,65.7,849507,0
2015-04-01,2015-04-30,Bayern,1,30,5.9,12.5,3.8,79.4,2487176,25
2016-03-01,2016-03-31,Schleswig-Holstein,1,31,4.2,22.6,1.4,83.4,162014,0
2013-01-01,2013-01-31,Sachsen-Anhalt,4,31,-0.4,19.7,1.7,91.9,456545,0
2014-01-01,2014-01-31,Baden-Wurttemberg,4,31,3.8,14.1,2.0,86.0,1352564,0
2010-02-01,2010-02-28,Bayern,4,28,-3.2,13.9,2.3,96.9,2487176,0
2022-04-01,2022-04-30,Hamburg,1,30,7.2,20.9,1.8,74.2,4270,0
2020-07-01,2020-07-31,Niedersachsen,2,31,16.3,15.6,2.3,76.4,1014470,16
2011-06-01,2011-06-30,Sachsen-Anhalt,2,30,17.9,15.9,1.8,72.7,456545,15
2012-03-01,2012-03-31,Sachsen,1,31,6.1,17.2,0.7,75.5,495184,7
2021-11-01,2021-11-30,Schleswig-Holstein,3,30,7.4,21.2,1.6,83.9,162582,0
2013-06-01,2013-06-30,Sachsen-Anhalt,2,30,16.9,15.8,2.3,76.0,456545,1
2010-02-01,2010-02-28,Thuringen,4,28,-2.0,18.1,1.3,96.8,527936,0
2013-10-01,2013-10-31,Berlin,3,31,11.1,17.9,2.3,80.2,15752,0
2014-12-01,2014-12-31,Mecklenburg-Vorpommern,4,31,2.3,28.3,3.4,90.8,490225,0
2019-02-01,2019-02-28,Niedersachsen,4,28,4.8,16.1,1.0,77.6,1014470,4
2011-02-01,2011-02-28,Hessen,4,28,2.4,11.1,1.2,84.9,839306,0
2019-04-01,2019-04-30,Bayern,1,30,7.4,10.1,1.9,78.2,2487176,42
2016-01-01,2016-01-31,Sachsen,4,31,-0.2,19.5,1.8,87.1,495184,0
2011-09-01,2011-09-30,Hessen,3,30,16.3,11.5,1.6,81.8,839306,1
2012-12-01,2012-12-31,Baden-Wurttemberg,4,31,2.2,17.2,4.7,90.7,1352564,0
2015-08-01,2015-08-31,Schleswig-Holstein,2,31,18.2,21.0,3.1,73.2,162014,0
2019-06-01,2019-06-30,Nordrhein-Westfalen,2,30,20.5,16.7,1.4,63.0,849507,19
2011-10-01,2011-10-31,Hamburg,3,31,9.8,18.7,1.1,86.9,4016,0
2010-10-01,2010-10-31,Brandenburg,3,31,8.1,17.3,0.5,85.3,1030796,0
2019-07-01,2019-07-31,Brandenburg,2,31,19.5,15.2,1.7,72.6,1030796,58
2015-10-01,2015-10-31,Brandenburg,3,31,8.8,17.6,1.9,79.9,1030796,5
2014-06-01,2014-06-30,Baden-Wurttemberg,2,30,18.3,12.6,1.0,67.0,1352564,7
2015-01-01,2015-01-31,Hessen,4,31,2.2,15.9,3.5,87.3,839306,0
2015-08-01,2015-08-31,Baden-Wurttemberg,2,31,21.2,12.5,2.4,69.2,1352564,25
2010-10-01,2010-10-31,Saarland,3,31,7.9,15.2,1.4,82.9,85623,0
2018-08-01,2018-08-31,Hamburg,2,31,19.9,16.4,1.3,65.2,4016,0
2018-05-01,2018-05-31,Hessen,1,31,16.3,10.6,2.6,76.5,839306,9
2015-03-01,2015-03-31,Rheinland-Pfalz,1,31,5.7,18.2,1.7,81.9,805440,3
2019-07-01,2019-07-31,Mecklenburg-Vorpommern,2,31,17.7,21.8,1.8,79.2,490225,13
2020-11-01,2020-11-30,Nordrhein-Westfalen,3,30,8.7,16.0,1.0,79.2,849507,3
2020-08-01,2020-08-31,Sachsen,2,31,20.6,14.4,3.5,69.5,495184,13
2021-06-01,2021-06-30,Schleswig-Holstein,2,30,16.5,16.6,2.2,79.2,162582,0
2022-03-01,2022-03-31,Sachsen,1,31,4.8,16.0,0.5,60.9,494914,16
2016-04-01,2016-04-30,Brandenburg,1,30,8.8,19.0,1.2,70.0,1030796,30
2018-06-01,2018-06-30,Hessen,2,30,19.1,11.2,1.6,76.4,839306,9
2022-03-01,2022-03-31,Hamburg,1,31,5.4,15.5,0.5,65.0,4270,0
2018-09-01,2018-09-30,Nordrhein-Westfalen,3,30,16.5,15.6,1.3,62.8,849507,17
2017-08-01,2017-08-31,Schleswig-Holstein,2,31,16.2,19.5,3.6,81.2,162014,0
2022-02-01,2022-02-28,Bremen,4,28,5.2,32.2,4.8,82.2,436,0
2020-03-01,2020-03-31,Sachsen,1,31,5.1,20.2,1.3,70.9,495184,4
2021-08-01,2021-08-31,Schleswig-Holstein,2,31,16.1,20.3,2.2,78.5,162582,0
2014-11-01,2014-11-30,Rheinland-Pfalz,3,30,6.5,11.3,2.6,92.1,805440,0
2021-09-01,2021-09-30,Baden-Wurttemberg,3,30,16.9,10.5,1.0,73.9,1353043,3
2011-10-01,2011-10-31,Rheinland-Pfalz,3,31,9.7,14.6,1.2,85.6,805440,3
2020-11-01,2020-11-30,Berlin,3,30,7.6,15.3,0.4,77.5,15752,0
2022-11-01,2022-11-30,Hessen,3,30,8.5,13.6,2.6,82.1,841562,0
2019-11-01,2019-11-30,Sachsen-Anhalt,3,30,6.4,17.2,1.4,83.9,456545,0
2012-01-01,2012-01-31,Bayern,4,31,-2.9,14.9,7.6,88.1,2487176,0
2020-03-01,2020-03-31,Hessen,1,31,6.8,17.7,2.2,72.4,839306,4
2018-06-01,2018-06-30,Rheinland-Pfalz,2,30,18.3,12.3,1.7,80.2,805440,3
2011-04-01,2011-04-30,Brandenburg,1,30,12.1,18.0,1.1,70.0,1030796,27
2017-09-01,2017-09-30,Sachsen,3,30,13.5,16.6,1.7,77.1,495184,1
2014-11-01,2014-11-30,Niedersachsen,3,30,6.6,18.5,0.4,89.7,1014470,0
2021-02-01,2021-02-28,Thuringen,4,28,-0.4,13.9,2.3,89.1,540752,1
2011-08-01,2011-08-31,Niedersachsen,2,31,17.0,17.3,5.8,84.8,1014470,4
2022-09-01,2022-09-30,Brandenburg,3,30,14.3,14.7,2.3,68.2,1034252,10
2017-11-01,2017-11-30,Saarland,3,30,4.6,15.9,4.1,89.2,85623,0
2016-12-01,2016-12-31,Bremen,4,31,4.0,20.8,1.3,86.8,461,0
2015-01-01,2015-01-31,Niedersachsen,4,31,2.3,26.3,2.6,88.8,1014470,1
2013-06-01,2013-06-30,Bremen,2,30,15.1,19.5,2.6,80.5,461,0
2014-11-01,2014-11-30,Mecklenburg-Vorpommern,3,30,6.8,21.1,0.7,89.3,490225,0
2011-12-01,2011-12-31,Berlin,4,31,3.4,23.6,2.5,89.2,15752,0
2012-12-01,2012-12-31,Hessen,4,31,2.0,16.9,3.7,90.3,839306,0
2020-02-01,2020-02-29,Hessen,4,29,6.6,23.6,5.2,77.4,839306,0
2014-04-01,2014-04-30,Niedersachsen,1,30,10.9,18.6,2.2,79.2,1014470,7
2015-02-01,2015-02-28,Hessen,4,28,0.8,12.8,1.5,84.5,839306,0
2020-03-01,2020-03-31,Saarland,1,31,4.8,20.5,3.3,77.2,85623,0
2017-08-01,2017-08-31,Mecklenburg-Vorpommern,2,31,17.5,22.0,1.9,78.7,490225,0
2021-03-01,2021-03-31,Bayern,1,31,2.1,9.0,2.9,84.4,2492436,4
2014-03-01,2014-03-31,Sachsen-Anhalt,1,31,7.7,17.4,0.5,72.4,456545,4
2014-01-01,2014-01-31,Rheinland-Pfalz,4,31,3.3,15.4,2.2,90.0,805440,1
2016-11-01,2016-11-30,Niedersachsen,3,30,3.6,19.5,1.7,86.5,1014470,0
2021-10-01,2021-10-31,Bremen,3,31,11.2,22.0,2.6,79.0,436,0
2015-06-01,2015-06-30,Sachsen,2,30,16.4,17.7,2.2,71.5,495184,18
2019-05-01,2019-05-31,Niedersachsen,1,31,11.1,16.8,1.9,76.9,1014470,26
2015-04-01,2015-04-30,Hamburg,1,30,8.2,22.1,0.9,71.4,4016,1
2019-12-01,2019-12-31,Niedersachsen,4,31,4.5,17.6,1.5,85.7,1014470,0
2020-10-01,2020-10-31,Hamburg,3,31,10.6,19.4,2.1,82.7,4016,0
2019-01-01,2019-01-31,Sachsen-Anhalt,4,31,1.6,22.8,2.1,78.6,456545,0
2010-08-01,2010-08-31,Schleswig-Holstein,2,31,16.5,18.0,4.6,82.0,162014,0
2014-08-01,2014-08-31,Mecklenburg-Vorpommern,2,31,17.0,19.7,2.4,71.9,490225,1
2020-06-01,2020-06-30,Sachsen-Anhalt,2,30,18.1,15.1,2.9,75.6,456545,10
2017-01-01,2017-01-31,Brandenburg,4,31,-1.6,17.8,1.3,89.9,1030796,0
2015-03-01,2015-03-31,Thuringen,1,31,4.2,18.3,1.3,81.4,527936,3
2011-11-01,2011-11-30,Brandenburg,3,30,4.2,15.7,0.0,85.0,1030796,1
2015-03-01,2015-03-31,Saarland,1,31,5.0,20.1,2.0,81.8,85623,0
2013-07-01,2013-07-31,Rheinland-Pfalz,2,31,20.3,12.7,1.5,72.8,805440,0
2014-04-01,2014-04-30,Saarland,1,30,11.0,14.0,0.9,73.6,85623,0
2018-04-01,2018-04-30,Thuringen,1,30,12.2,17.9,1.2,74.4,527936,1
2015-02-01,2015-02-28,Niedersachsen,4,28,1.6,22.4,0.7,85.9,1014470,0
2016-06-01,2016-06-30,Bayern,2,30,14.3,8.6,8.7,87.0,2487176,7
2021-01-01,2021-01-31,Hessen,4,31,1.1,15.1,4.8,89.5,841562,0
2010-09-01,2010-09-30,Sachsen,3,30,12.2,13.9,4.6,84.5,495184,0
2011-02-01,2011-02-28,Nordrhein-Westfalen,4,28,3.0,21.2,1.7,85.5,849507,0
2020-08-01,2020-08-31,Baden-Wurttemberg,2,31,21.6,11.9,1.5,68.5,1352564,10
2018-07-01,2018-07-31,Sachsen,2,31,20.8,14.8,1.0,68.1,495184,61
2021-10-01,2021-10-31,Schleswig-Holstein,3,31,10.8,22.4,3.4,81.8,162582,0
2018-10-01,2018-10-31,Nordrhein-Westfalen,3,31,12.9,17.2,0.8,70.5,849507,6
2017-07-01,2017-07-31,Hessen,2,31,19.9,13.0,2.7,76.8,839306,1
2010-02-01,2010-02-28,Hessen,4,28,0.4,18.6,2.4,93.5,839306,0
2013-09-01,2013-09-30,Mecklenburg-Vorpommern,3,30,13.4,18.6,2.6,79.7,490225,1
2016-01-01,2016-01-31,Hamburg,4,31,0.5,25.2,2.0,86.2,4016,0
2019-03-01,2019-03-31,Berlin,1,31,7.5,22.6,1.9,71.6,15752,0
2014-07-01,2014-07-31,Mecklenburg-Vorpommern,2,31,20.2,18.4,2.6,73.1,490225,5
2019-11-01,2019-11-30,Thuringen,3,30,4.8,16.5,1.4,87.3,527936,0
2010-01-01,2010-01-31,Rheinland-Pfalz,4,31,-2.2,15.5,1.7,92.9,805440,0
2019-01-01,2019-01-31,Baden-Wurttemberg,4,31,0.8,15.4,3.3,82.5,1352564,0
2022-07-01,2022-07-31,Hamburg,2,31,18.2,19.0,1.7,66.5,4270,0
2021-08-01,2021-08-31,Niedersachsen,2,31,16.6,15.1,3.4,78.7,1032694,7
2016-11-01,2016-11-30,Brandenburg,3,30,3.8,18.9,1.2,83.0,1030796,0
2013-12-01,2013-12-31,Berlin,4,31,3.6,20.2,1.2,86.0,15752,0
2013-04-01,2013-04-30,Berlin,1,30,8.1,17.2,1.2,78.3,15752,0
2018-12-01,2018-12-31,Bremen,4,31,5.3,23.6,2.5,86.7,461,0
2010-09-01,2010-09-30,Bayern,3,30,10.2,10.5,2.6,84.4,2487176,1
2014-05-01,2014-05-31,Saarland,1,31,12.1,16.2,3.2,76.6,85623,0
2011-09-01,2011-09-30,Brandenburg,3,30,15.8,14.6,1.7,76.8,1030796,2
2018-10-01,2018-10-31,Berlin,3,31,12.6,18.7,0.4,65.4,15752,0
2019-12-01,2019-12-31,Hamburg,4,31,4.7,19.0,1.6,86.3,4016,0
2016-09-01,2016-09-30,Bremen,3,30,17.6,16.1,0.6,73.4,461,0
2022-08-01,2022-08-31,Bayern,2,31,18.1,9.3,4.4,75.5,2492436,53
2010-01-01,2010-01-31,Schleswig-Holstein,4,31,-3.0,25.0,1.2,91.8,162014,0
2020-07-01,2020-07-31,Schleswig-Holstein,2,31,14.9,21.6,2.7,80.3,162014,0
2011-02-01,2011-02-28,Mecklenburg-Vorpommern,4,28,-0.5,27.9,1.6,83.4,490225,0
2018-05-01,2018-05-31,Schleswig-Holstein,1,31,14.8,19.3,0.7,76.9,162014,0
2021-05-01,2021-05-31,Brandenburg,1,31,11.4,19.6,2.7,76.8,1034252,29
2016-02-01,2016-02-29,Schleswig-Holstein,4,29,3.3,26.4,2.3,83.7,162014,0
2018-07-01,2018-07-31,Niedersachsen,2,31,20.6,14.8,0.4,63.8,1014470,57
2018-01-01,2018-01-31,Thuringen,4,31,3.1,24.0,1.8,86.0,527936,0
2014-07-01,2014-07-31,Baden-Wurttemberg,2,31,19.4,12.3,6.0,77.4,1352564,2
2012-09-01,2012-09-30,Bremen,3,30,13.7,18.2,1.5,81.4,461,0
2013-02-01,2013-02-28,Hamburg,4,28,-0.5,20.1,1.3,93.2,4016,0
2011-01-01,2011-01-31,Brandenburg,4,31,0.7,18.1,1.5,94.9,1030796,0
2016-08-01,2016-08-31,Sachsen-Anhalt,2,31,19.0,15.8,1.1,70.2,456545,14
2011-07-01,2011-07-31,Baden-Wurttemberg,2,31,16.6,13.2,3.4,78.8,1352564,4
2014-12-01,2014-12-31,Hessen,4,31,2.7,14.9,2.8,89.3,839306,0
2022-03-01,2022-03-31,Rheinland-Pfalz,1,31,6.6,16.0,1.1,67.4,807783,5
2019-06-01,2019-06-30,Brandenburg,2,30,21.9,14.9,1.8,68.8,1030796,165
2022-05-01,2022-05-31,Nordrhein-Westfalen,1,31,14.7,17.7,1.7,68.9,845939,26
2015-11-01,2015-11-30,Baden-Wurttemberg,3,30,7.7,18.2,4.3,81.4,1352564,3
2012-11-01,2012-11-30,Hamburg,3,30,5.2,19.6,1.3,89.7,4016,0
2010-10-01,2010-10-31,Sachsen,3,31,6.8,14.9,0.4,83.7,495184,1
2012-03-01,2012-03-31,Brandenburg,1,31,6.9,19.3,0.6,78.4,1030796,26
2014-10-01,2014-10-31,Rheinland-Pfalz,3,31,12.2,12.0,2.9,88.0,805440,0
2018-06-01,2018-06-30,Thuringen,2,30,17.3,15.8,0.3,80.2,527936,4
2012-06-01,2012-06-30,Sachsen-Anhalt,2,30,15.9,15.1,2.5,80.5,456545,9
2020-01-01,2020-01-31,Mecklenburg-Vorpommern,4,31,4.5,27.1,1.9,87.8,490225,0
2018-07-01,2018-07-31,Hessen,2,31,22.1,10.4,0.9,65.3,839306,51
2012-11-01,2012-11-30,Nordrhein-Westfalen,3,30,5.8,19.1,1.3,89.3,849507,0
2016-04-01,2016-04-30,Berlin,1,30,8.8,16.1,1.3,70.0,15752,1
2012-01-01,2012-01-31,Hessen,4,31,2.3,16.7,3.9,86.7,839306,0
2013-01-01,2013-01-31,Berlin,4,31,-0.6,18.0,1.8,91.6,15752,0
2022-01-01,2022-01-31,Hamburg,4,31,4.2,22.1,1.5,85.2,4270,0
2019-08-01,2019-08-31,Thuringen,2,31,19.1,15.5,2.6,70.6,527936,6
2021-10-01,2021-10-31,Hessen,3,31,10.5,11.3,1.9,75.2,841562,2
2014-04-01,2014-04-30,Bremen,1,30,11.6,18.4,2.6,78.9,461,0
2022-06-01,2022-06-30,Brandenburg,2,30,19.6,15.9,1.3,61.2,1034252,148
2015-03-01,2015-03-31,Schleswig-Holstein,1,31,5.0,25.5,2.7,81.8,162014,0
2016-07-01,2016-07-31,Baden-Wurttemberg,2,31,19.3,13.2,1.3,76.5,1352564,3
2018-06-01,2018-06-30,Nordrhein-Westfalen,2,30,18.4,15.4,1.4,70.8,849507,19
2013-06-01,2013-06-30,Niedersachsen,2,30,15.3,17.5,2.0,81.1,1014470,7
2021-07-01,2021-07-31,Brandenburg,2,31,19.9,14.3,3.1,72.0,1034252,8
2010-09-01,2010-09-30,Schleswig-Holstein,3,30,13.0,20.0,3.4,84.1,162014,0
2021-04-01,2021-04-30,Saarland,1,30,6.1,15.2,1.8,71.7,87481,0
2022-07-01,2022-07-31,Brandenburg,2,31,20.1,17.5,1.5,56.3,1034252,130
2012-03-01,2012-03-31,Hamburg,1,31,6.6,20.9,0.4,81.9,4016,0
2014-02-01,2014-02-28,Thuringen,4,28,3.2,19.0,0.4,84.3,527936,0
2013-03-01,2013-03-31,Mecklenburg-Vorpommern,1,31,-1.4,23.9,0.8,86.6,490225,0
2016-11-01,2016-11-30,Hessen,3,30,5.0,12.0,2.4,82.5,839306,0
2011-07-01,2011-07-31,Mecklenburg-Vorpommern,2,31,16.6,20.6,5.8,85.5,490225,1
2012-02-01,2012-02-29,Bayern,4,1,-7.0,12.5,3.0,92.3,2487176,5
2010-06-01,2010-06-30,Niedersachsen,2,30,16.2,14.5,0.6,75.5,1014470,30
2020-07-01,2020-07-31,Brandenburg,2,31,17.7,15.6,2.1,74.5,1030796,26
2022-10-01,2022-10-31,Mecklenburg-Vorpommern,3,31,12.8,22.5,1.4,79.8,495207,0
2010-09-01,2010-09-30,Brandenburg,3,30,13.1,15.3,3.9,84.5,1030796,0
2018-02-01,2018-02-28,Saarland,4,28,-1.4,17.2,0.9,73.2,85623,0
2018-10-01,2018-10-31,Sachsen-Anhalt,3,31,11.9,18.3,0.3,72.3,456545,9
2018-08-01,2018-08-31,Nordrhein-Westfalen,2,31,20.9,16.8,1.5,59.5,849507,47
2017-05-01,2017-05-31,Rheinland-Pfalz,1,31,14.6,13.2,1.7,81.0,805440,2
2020-08-01,2020-08-31,Mecklenburg-Vorpommern,2,31,19.8,20.6,1.7,75.2,490225,10
2021-04-01,2021-04-30,Bremen,1,30,5.7,20.0,2.2,77.0,436,0
2021-12-01,2021-12-31,Bayern,4,31,-1.3,9.6,4.1,89.2,2492436,0
2013-10-01,2013-10-31,Bremen,3,31,11.4,20.6,3.0,84.8,461,0
2016-11-01,2016-11-30,Berlin,3,30,3.8,16.1,1.0,85.7,15752,0
2019-02-01,2019-02-28,Saarland,4,28,4.2,14.4,1.6,78.0,85623,0
2011-05-01,2011-05-31,Sachsen-Anhalt,1,31,14.6,16.1,0.6,70.3,456545,38
2019-03-01,2019-03-31,Niedersachsen,1,31,6.8,21.4,2.0,79.1,1014470,3
2021-11-01,2021-11-30,Mecklenburg-Vorpommern,3,30,7.2,25.3,1.4,84.4,495207,0
2017-02-01,2017-02-28,Sachsen,4,28,1.3,18.2,1.6,89.3,495184,0
2014-10-01,2014-10-31,Hamburg,3,31,12.4,16.5,1.9,87.7,4016,0
2018-05-01,2018-05-31,Baden-Wurttemberg,1,31,16.5,11.6,2.5,74.7,1352564,0
2016-11-01,2016-11-30,Mecklenburg-Vorpommern,3,30,4.6,25.0,2.0,83.7,490225,0
2021-02-01,2021-02-28,Mecklenburg-Vorpommern,4,28,0.8,23.0,1.3,85.3,495207,0
2020-06-01,2020-06-30,Hamburg,2,30,17.1,16.5,2.9,78.1,4016,0
2018-03-01,2018-03-31,Thuringen,1,31,1.5,19.9,1.9,76.5,527936,0
2022-12-01,2022-12-31,Hessen,4,31,3.4,12.8,2.7,84.9,841562,0
2011-12-01,2011-12-31,Mecklenburg-Vorpommern,4,31,3.7,31.5,2.9,91.0,490225,0
2011-09-01,2011-09-30,Sachsen-Anhalt,3,30,16.2,14.2,1.9,74.8,456545,4
2019-04-01,2019-04-30,Brandenburg,1,30,10.6,16.7,0.6,65.9,1030796,94
2022-03-01,2022-03-31,Niedersachsen,1,31,5.3,14.5,0.3,63.7,1032694,13
2015-10-01,2015-10-31,Schleswig-Holstein,3,31,9.8,21.3,1.2,85.0,162014,0
2017-08-01,2017-08-31,Berlin,2,31,20.1,16.2,2.1,62.5,15752,0
2014-09-01,2014-09-30,Schleswig-Holstein,3,30,15.4,17.9,2.0,84.1,162014,0
2014-01-01,2014-01-31,Niedersachsen,4,31,0.8,24.2,1.4,90.4,1014470,0
2021-04-01,2021-04-30,Nordrhein-Westfalen,1,30,6.7,17.5,1.6,71.1,845939,21
2011-09-01,2011-09-30,Niedersachsen,3,30,14.9,16.8,1.6,83.7,1014470,2
2016-12-01,2016-12-31,Schleswig-Holstein,4,31,4.9,24.2,1.1,89.1,162014,0
2011-09-01,2011-09-30,Baden-Wurttemberg,3,30,16.6,12.7,1.5,79.5,1352564,0
2020-05-01,2020-05-31,Rheinland-Pfalz,1,31,12.8,16.4,1.7,75.3,805440,6
2010-01-01,2010-01-31,Sachsen,4,31,-5.7,16.7,1.9,96.7,495184,0
2014-09-01,2014-09-30,Bayern,3,30,12.5,9.8,4.9,86.6,2487176,0
2010-11-01,2010-11-30,Saarland,3,30,4.3,17.0,3.7,94.8,85623,0
2011-05-01,2011-05-31,Bremen,1,31,13.4,19.0,1.5,76.2,461,0
2019-08-01,2019-08-31,Rheinland-Pfalz,2,31,19.7,13.6,1.6,72.7,805440,7
2013-08-01,2013-08-31,Bayern,2,31,16.5,9.8,5.6,77.9,2487176,10
2014-09-01,2014-09-30,Hamburg,3,30,15.8,14.4,1.6,82.5,4016,0
2011-05-01,2011-05-31,Berlin,1,31,15.1,17.8,0.9,62.1,15752,0
2014-05-01,2014-05-31,Sachsen,1,31,12.9,16.9,3.2,77.5,495184,2
2010-09-01,2010-09-30,Rheinland-Pfalz,3,30,12.5,12.9,2.8,82.5,805440,0
2011-08-01,2011-08-31,Thuringen,2,31,17.7,14.7,1.9,73.1,527936,2
2013-05-01,2013-05-31,Sachsen-Anhalt,1,31,13.0,16.0,3.8,80.9,456545,3
2019-10-01,2019-10-31,Nordrhein-Westfalen,3,31,12.2,18.8,4.2,77.5,849507,0
2020-12-01,2020-12-31,Sachsen-Anhalt,4,31,3.5,17.2,1.2,83.3,456545,0
2012-11-01,2012-11-30,Schleswig-Holstein,3,30,6.0,21.8,1.9,89.5,162014,0
2010-09-01,2010-09-30,Saarland,3,30,11.9,13.6,2.9,82.1,85623,0
2010-08-01,2010-08-31,Baden-Wurttemberg,2,31,17.5,15.2,4.7,77.1,1352564,0
2012-10-01,2012-10-31,Brandenburg,3,31,9.2,16.8,1.8,78.7,1030796,2
2011-03-01,2011-03-31,Baden-Wurttemberg,1,31,6.5,14.1,0.8,77.3,1352564,0
2013-10-01,2013-10-31,Brandenburg,3,31,11.1,18.3,2.6,81.6,1030796,2
2022-01-01,2022-01-31,Saarland,4,31,2.3,16.4,3.3,88.7,87481,0
2021-02-01,2021-02-28,Hamburg,4,28,1.5,16.7,1.3,85.6,4270,0
2017-07-01,2017-07-31,Nordrhein-Westfalen,2,31,18.7,17.2,3.6,76.9,849507,6
2011-09-01,2011-09-30,Hamburg,3,30,14.8,16.9,2.1,85.8,4016,0
2016-11-01,2016-11-30,Saarland,3,30,4.1,17.7,3.0,87.2,85623,0
2020-01-01,2020-01-31,Bremen,4,31,5.0,23.0,1.4,86.5,461,0
2017-09-01,2017-09-30,Berlin,3,30,15.1,17.0,1.4,67.5,15752,0
2018-09-01,2018-09-30,Mecklenburg-Vorpommern,3,30,15.7,24.1,1.0,73.8,490225,8
2021-09-01,2021-09-30,Bremen,3,30,15.4,16.5,1.5,78.3,436,0
2013-09-01,2013-09-30,Rheinland-Pfalz,3,30,14.0,13.8,3.8,83.4,805440,1
2014-05-01,2014-05-31,Schleswig-Holstein,1,31,12.0,19.2,2.3,81.0,162014,0
2011-01-01,2011-01-31,Bayern,4,31,-3.9,12.6,4.0,94.7,2487176,0
2019-12-01,2019-12-31,Hessen,4,31,4.5,16.1,2.9,81.6,839306,0
2012-12-01,2012-12-31,Sachsen-Anhalt,4,31,0.8,21.5,2.2,90.7,456545,0
